result, time
5,676.0
6,13.0
4,14.0
3,13.0
3,12.0
2,12.0
4,14.0
3,13.0
8,12.0
5,12.0
4,12.0
6,13.0
8,12.0
3,12.0
5,12.0
3,16.0
5,15.0
2,14.0
4,14.0
2,13.0
3,13.0
3,14.0
6,14.0
4,13.0
2,12.0
7,11.0
3,12.0
4,12.0
4,12.0
1,11.0
3,13.0
4,13.0
2,14.0
6,13.0
4,13.0
2,13.0
7,14.0
3,13.0
2,12.0
1,12.0
6,11.0
4,12.0
4,11.0
4,11.0
2,12.0
3,11.0
4,12.0
6,13.0
6,13.0
7,12.0
4,13.0
1,13.0
1,13.0
5,13.0
6,13.0
6,12.0
4,12.0
6,11.0
1,11.0
6,12.0
3,12.0
7,12.0
4,11.0
4,12.0
6,12.0
5,13.0
3,13.0
1,13.0
3,13.0
5,14.0
6,13.0
10,12.0
3,11.0
5,11.0
4,11.0
6,11.0
4,12.0
6,11.0
1,11.0
2,12.0
3,13.0
1,13.0
5,13.0
2,14.0
5,13.0
2147483647,12.0
2,13.0
2,13.0
3,12.0
1,13.0
5,12.0
6,12.0
4,12.0
2,11.0
2,11.0
5,12.0
7,13.0
4,13.0
3,12.0
3,12.0
result, time
5,422.0
6,15.0
4,16.0
3,18.0
3,12.0
2,14.0
4,14.0
3,13.0
8,13.0
5,13.0
4,12.0
6,14.0
8,15.0
3,17.0
5,14.0
3,15.0
5,15.0
2,14.0
4,13.0
2,13.0
3,13.0
3,12.0
6,12.0
4,13.0
2,14.0
7,12.0
3,13.0
4,15.0
4,14.0
1,14.0
3,13.0
4,13.0
2,13.0
6,14.0
4,12.0
2,13.0
7,12.0
3,12.0
2,12.0
1,14.0
6,12.0
4,12.0
4,13.0
4,20.0
2,29.0
3,29.0
4,23.0
6,20.0
6,15.0
7,13.0
4,14.0
1,13.0
1,12.0
5,12.0
6,14.0
6,13.0
4,14.0
6,14.0
1,14.0
6,13.0
3,14.0
7,12.0
4,11.0
4,12.0
6,12.0
5,12.0
3,12.0
1,12.0
3,11.0
5,12.0
6,13.0
10,12.0
3,13.0
5,15.0
4,12.0
6,13.0
4,12.0
6,12.0
1,11.0
2,11.0
3,12.0
1,11.0
5,11.0
2,12.0
5,12.0
2147483647,11.0
2,13.0
2,13.0
3,14.0
1,12.0
5,13.0
6,14.0
4,13.0
2,13.0
2,12.0
5,11.0
7,13.0
4,11.0
3,12.0
3,11.0
result, time
5,277.0
6,20.0
4,28.0
3,18.0
3,19.0
2,14.0
4,13.0
3,16.0
8,14.0
5,15.0
4,16.0
6,16.0
8,14.0
3,14.0
5,15.0
3,13.0
5,12.0
2,13.0
4,12.0
2,13.0
3,12.0
3,12.0
6,12.0
4,13.0
2,13.0
7,14.0
3,13.0
4,13.0
4,12.0
1,13.0
3,13.0
4,13.0
2,13.0
6,12.0
4,11.0
2,11.0
7,12.0
3,11.0
2,11.0
1,12.0
6,13.0
4,14.0
4,12.0
4,12.0
2,14.0
3,13.0
4,13.0
6,12.0
6,13.0
7,13.0
4,13.0
1,12.0
1,11.0
5,11.0
6,12.0
6,12.0
4,13.0
6,13.0
1,14.0
6,13.0
3,13.0
7,19.0
4,14.0
4,12.0
6,11.0
5,12.0
3,11.0
1,11.0
3,11.0
5,11.0
6,12.0
10,12.0
3,13.0
5,13.0
4,14.0
6,13.0
4,13.0
6,12.0
1,13.0
2,12.0
3,11.0
1,12.0
5,12.0
2,12.0
5,11.0
2147483647,12.0
2,12.0
2,12.0
3,12.0
1,15.0
5,13.0
6,14.0
4,14.0
2,14.0
2,13.0
5,13.0
7,12.0
4,11.0
3,11.0
3,12.0
result, time
5,328.0
6,16.0
4,17.0
3,15.0
3,14.0
2,13.0
4,15.0
3,13.0
8,13.0
5,12.0
4,13.0
6,14.0
8,14.0
3,14.0
5,14.0
3,14.0
5,14.0
2,13.0
4,13.0
2,13.0
3,12.0
3,12.0
6,11.0
4,13.0
2,12.0
7,12.0
3,13.0
4,13.0
4,13.0
1,14.0
3,14.0
4,13.0
2,14.0
6,13.0
4,12.0
2,11.0
7,12.0
3,11.0
2,11.0
1,11.0
6,11.0
4,11.0
4,11.0
4,13.0
2,14.0
3,14.0
4,14.0
6,14.0
6,15.0
7,14.0
4,13.0
1,12.0
1,12.0
5,11.0
6,11.0
6,11.0
4,11.0
6,12.0
1,12.0
6,13.0
3,13.0
7,14.0
4,13.0
4,14.0
6,14.0
5,13.0
3,13.0
1,12.0
3,11.0
5,11.0
6,12.0
10,11.0
3,12.0
5,11.0
4,11.0
6,13.0
4,13.0
6,14.0
1,13.0
2,13.0
3,14.0
1,13.0
5,12.0
2,12.0
5,11.0
2147483647,12.0
2,12.0
2,12.0
3,11.0
1,12.0
5,12.0
6,13.0
4,13.0
2,13.0
2,12.0
5,13.0
7,13.0
4,12.0
3,12.0
3,11.0
result, time
5,281.0
6,28.0
4,17.0
3,35.0
3,12.0
2,13.0
4,14.0
3,14.0
8,15.0
5,17.0
4,16.0
6,18.0
8,15.0
3,14.0
5,13.0
3,13.0
5,13.0
2,13.0
4,12.0
2,12.0
3,12.0
3,11.0
6,12.0
4,16.0
2,14.0
7,13.0
3,13.0
4,13.0
4,13.0
1,13.0
3,14.0
4,13.0
2,12.0
6,12.0
4,13.0
2,12.0
7,11.0
3,11.0
2,11.0
1,11.0
6,13.0
4,13.0
4,13.0
4,13.0
2,13.0
3,13.0
4,14.0
6,13.0
6,11.0
7,12.0
4,12.0
1,11.0
1,12.0
5,11.0
6,11.0
6,12.0
4,13.0
6,13.0
1,12.0
6,14.0
3,13.0
7,13.0
4,14.0
4,13.0
6,11.0
5,11.0
3,10.0
1,11.0
3,11.0
5,11.0
6,11.0
10,11.0
3,13.0
5,14.0
4,13.0
6,13.0
4,13.0
6,13.0
1,13.0
2,13.0
3,11.0
1,13.0
5,12.0
2,12.0
5,11.0
2147483647,11.0
2,11.0
2,11.0
3,13.0
1,14.0
5,13.0
6,14.0
4,13.0
2,13.0
2,13.0
5,13.0
7,13.0
4,12.0
3,11.0
3,11.0
result, time
5,386.0
6,16.0
4,15.0
3,17.0
3,14.0
2,13.0
4,14.0
3,13.0
8,13.0
5,14.0
4,13.0
6,12.0
8,12.0
3,12.0
5,14.0
3,13.0
5,16.0
2,14.0
4,13.0
2,13.0
3,14.0
3,13.0
6,12.0
4,12.0
2,12.0
7,12.0
3,12.0
4,13.0
4,13.0
1,12.0
3,13.0
4,14.0
2,13.0
6,13.0
4,13.0
2,13.0
7,13.0
3,11.0
2,11.0
1,11.0
6,11.0
4,12.0
4,12.0
4,12.0
2,12.0
3,14.0
4,13.0
6,14.0
6,14.0
7,13.0
4,13.0
1,14.0
1,13.0
5,12.0
6,11.0
6,12.0
4,11.0
6,11.0
1,11.0
6,11.0
3,12.0
7,13.0
4,13.0
4,12.0
6,13.0
5,12.0
3,12.0
1,13.0
3,12.0
5,12.0
6,11.0
10,10.0
3,11.0
5,11.0
4,11.0
6,12.0
4,11.0
6,12.0
1,12.0
2,13.0
3,12.0
1,13.0
5,12.0
2,12.0
5,12.0
2147483647,13.0
2,11.0
2,12.0
3,11.0
1,15.0
5,12.0
6,12.0
4,11.0
2,11.0
2,13.0
5,14.0
7,14.0
4,14.0
3,13.0
3,13.0
result, time
5,404.0
6,20.0
4,20.0
3,13.0
3,13.0
2,13.0
4,12.0
3,12.0
8,12.0
5,12.0
4,13.0
6,12.0
8,14.0
3,15.0
5,15.0
3,15.0
5,14.0
2,13.0
4,14.0
2,13.0
3,12.0
3,11.0
6,12.0
4,12.0
2,12.0
7,11.0
3,11.0
4,12.0
4,13.0
1,14.0
3,14.0
4,14.0
2,14.0
6,13.0
4,14.0
2,13.0
7,12.0
3,12.0
2,11.0
1,13.0
6,13.0
4,12.0
4,12.0
4,13.0
2,18.0
3,13.0
4,12.0
6,12.0
6,13.0
7,14.0
4,13.0
1,12.0
1,12.0
5,13.0
6,12.0
6,11.0
4,11.0
6,11.0
1,11.0
6,11.0
3,11.0
7,14.0
4,13.0
4,13.0
6,13.0
5,17.0
3,13.0
1,14.0
3,13.0
5,12.0
6,11.0
10,11.0
3,11.0
5,12.0
