result, time
4982,28889.0
4566,28776.0
4702,28890.0
4653,28890.0
4630,28775.0
4626,28897.0
4365,28908.0
4892,28893.0
4583,28890.0
4677,28890.0
4238,28888.0
4291,28890.0
4413,28891.0
4594,28890.0
4980,28890.0
4491,28776.0
4382,28891.0
4736,28890.0
4682,28890.0
4261,28890.0
4782,28778.0
4252,28890.0
4420,28891.0
4357,28890.0
5030,28890.0
4347,28778.0
4901,28891.0
4589,28891.0
4949,28890.0
4674,28891.0
4469,28890.0
5017,28891.0
4173,28890.0
4677,28550.0
4432,28890.0
4810,28890.0
4689,28890.0
4976,28775.0
4719,28890.0
4519,28891.0
4645,28891.0
4685,28777.0
4731,28891.0
4156,28778.0
4560,28776.0
4869,28550.0
4297,28890.0
4379,28891.0
4698,28890.0
4718,28777.0
4337,28890.0
4463,28890.0
5008,28889.0
4910,28778.0
4673,28777.0
4863,28890.0
4728,28778.0
4618,28890.0
4129,28895.0
4251,28893.0
4544,28891.0
4365,28890.0
4436,28550.0
4551,28890.0
4527,28890.0
4866,28889.0
4334,28890.0
4550,28890.0
4868,28891.0
4604,28778.0
4731,28777.0
4437,28779.0
4328,28777.0
4717,28778.0
4269,28776.0
4218,28777.0
4592,28890.0
4331,28777.0
4153,28891.0
4860,28890.0
4321,28779.0
4276,28890.0
4679,28777.0
4677,28890.0
4817,28890.0
4346,28779.0
4662,28777.0
4577,28890.0
4841,28549.0
4511,28777.0
4069,28890.0
4585,28891.0
4553,28890.0
4808,28890.0
4184,28890.0
4552,28778.0
4581,28778.0
4780,28891.0
4385,28778.0
4610,28777.0
