result, time
0,1.0
0,30005.0
0,0.0
0,30010.0
0,0.0
0,30010.0
0,0.0
0,13.0
0,1.0
0,0.0
0,0.0
0,4.0
0,30010.0
0,0.0
0,0.0
0,1.0
0,0.0
0,0.0
0,0.0
0,30010.0
0,30010.0
0,0.0
0,30010.0
0,30010.0
0,0.0
0,30011.0
0,30011.0
0,1.0
0,30010.0
0,30010.0
0,0.0
0,0.0
0,14.0
0,0.0
0,2.0
0,1.0
0,0.0
0,0.0
0,30010.0
0,30010.0
0,0.0
0,0.0
0,30010.0
0,25.0
0,0.0
0,22.0
0,35.0
0,30011.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.0
0,0.0
0,30010.0
0,30011.0
0,30006.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.0
0,0.0
0,30010.0
0,13.0
0,30010.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,30005.0
0,0.0
0,30005.0
0,30001.0
0,1.0
0,36.0
0,0.0
0,1.0
0,0.0
0,46.0
0,30003.0
0,30006.0
0,1.0
0,0.0
0,0.0
0,30.0
0,30001.0
0,8952.0
0,0.0
0,1.0
0,30005.0
0,0.0
0,30004.0
0,0.0
0,30003.0
0,0.0
