result, time
3,29.0
4,22.0
3,22.0
7,43.0
3,29.0
2,26.0
3,26.0
4,32.0
5,42.0
3,25.0
2,19.0
2,24.0
2,21.0
2,27.0
0,5.0
2,31.0
1,21.0
1,23.0
3,26.0
1,21.0
2,21.0
3,29.0
1,20.0
2,26.0
1,20.0
2,19.0
6,37.0
4,36.0
1,19.0
4,32.0
2,27.0
3,34.0
1,17.0
1,17.0
2,21.0
1,16.0
3,24.0
6,48.0
2,16.0
1,19.0
2,27.0
2,23.0
2,20.0
5,42.0
1,21.0
1,20.0
0,10.0
0,4.0
5,36.0
3,25.0
4,32.0
1,20.0
3,29.0
2,25.0
1,23.0
1,16.0
3,31.0
5,37.0
4,29.0
1,19.0
1,22.0
1,14.0
4,36.0
1,20.0
1,21.0
3,25.0
3,31.0
2,27.0
2,18.0
3,30.0
1,18.0
3,29.0
3,31.0
1,19.0
4,31.0
3,31.0
3,36.0
1,22.0
1,20.0
1,22.0
1,19.0
5,33.0
6,43.0
6,44.0
2,22.0
4,34.0
2,24.0
2,25.0
2,24.0
1,18.0
1,19.0
5,42.0
5,42.0
5,36.0
2,32.0
3,28.0
5,36.0
4,24.0
2,25.0
3,29.0
