result, time
4,53.0
5,40.0
2,21.0
2,25.0
2,19.0
1,36.0
4,35.0
2,24.0
5,26.0
3,29.0
3,31.0
4,32.0
6,29.0
1,19.0
5,36.0
3,33.0
5,36.0
2,25.0
2,25.0
1,18.0
3,27.0
3,25.0
5,45.0
4,29.0
1,26.0
1,17.0
2,17.0
3,30.0
3,22.0
1,14.0
3,34.0
2,19.0
1,20.0
5,33.0
2,20.0
2,19.0
6,35.0
1,17.0
2,27.0
0,5.0
4,34.0
1,21.0
2,23.0
3,25.0
2,24.0
3,22.0
3,22.0
4,26.0
6,29.0
6,47.0
0,7.0
0,5.0
1,21.0
5,31.0
6,36.0
3,32.0
2,19.0
5,41.0
1,23.0
2,17.0
3,29.0
6,38.0
3,23.0
4,30.0
5,42.0
4,34.0
2,22.0
1,15.0
1,16.0
3,26.0
5,39.0
9,35.0
3,21.0
3,20.0
3,29.0
5,28.0
4,30.0
6,40.0
1,16.0
2,23.0
2,17.0
0,9.0
5,40.0
1,18.0
5,39.0
5,24.0
2,25.0
1,20.0
1,16.0
1,17.0
4,19.0
4,17.0
2,26.0
1,14.0
2,19.0
4,31.0
4,21.0
3,24.0
3,25.0
3,16.0
