result, time
57,30011.0
51,30311.0
96,30011.0
2147483647,30011.0
70,30004.0
68,30011.0
61,30010.0
63,30108.0
2147483647,30008.0
61,30010.0
90,30010.0
76,30010.0
81,30141.0
71,30161.0
105,30011.0
59,30075.0
81,30011.0
89,30012.0
74,30011.0
70,30010.0
70,30119.0
70,30010.0
70,30367.0
68,30120.0
71,30010.0
91,30159.0
48,30011.0
64,30010.0
40,29993.0
80,30023.0
76,30106.0
84,30010.0
68,30008.0
88,30010.0
55,30011.0
75,30005.0
73,30004.0
64,30011.0
80,30096.0
74,30011.0
66,30010.0
99,30176.0
68,30010.0
86,30014.0
72,30003.0
64,30011.0
108,30010.0
2147483647,30006.0
58,30010.0
61,30011.0
73,30010.0
89,30010.0
64,30009.0
78,30010.0
89,30012.0
67,30011.0
45,30010.0
64,30110.0
2147483647,30007.0
63,30010.0
2147483647,30011.0
78,30125.0
68,30004.0
77,30000.0
68,30038.0
66,30007.0
85,30010.0
69,30012.0
53,30002.0
86,30010.0
73,30010.0
70,30010.0
70,30010.0
61,30013.0
56,30011.0
79,30064.0
74,30010.0
100,30140.0
50,30012.0
92,30040.0
68,30008.0
85,30011.0
73,30305.0
85,30006.0
79,30010.0
60,30011.0
81,30011.0
68,30573.0
89,31228.0
0,0.0
62,30006.0
0,0.0
51,30014.0
64,30010.0
75,30010.0
0,0.0
69,30841.0
0,0.0
71,30011.0
76,30010.0
