result, time
0,567.0
0,622.0
0,10636.0
0,678.0
0,379.0
0,8332.0
0,360.0
0,354.0
0,8168.0
0,7977.0
0,331.0
0,311.0
0,383.0
0,9909.0
0,317.0
0,499.0
0,307.0
0,384.0
0,281.0
0,539.0
0,343.0
0,275.0
0,324.0
0,470.0
0,10919.0
0,350.0
0,363.0
0,324.0
0,11364.0
0,11414.0
0,368.0
0,10098.0
0,400.0
0,9653.0
0,338.0
0,366.0
0,341.0
0,6680.0
0,325.0
0,358.0
0,507.0
0,343.0
0,8708.0
0,351.0
0,305.0
0,10994.0
0,309.0
0,10657.0
0,340.0
0,335.0
0,288.0
0,303.0
0,8683.0
0,366.0
0,404.0
0,319.0
0,317.0
0,514.0
0,344.0
0,548.0
0,335.0
0,351.0
0,479.0
0,331.0
0,10891.0
0,8360.0
0,387.0
0,313.0
0,8991.0
0,371.0
0,9624.0
0,332.0
0,373.0
0,347.0
0,461.0
0,301.0
0,280.0
0,7325.0
0,366.0
0,359.0
0,343.0
0,350.0
0,304.0
0,9885.0
0,10423.0
0,11063.0
0,544.0
0,8522.0
0,324.0
0,373.0
0,481.0
0,352.0
0,376.0
0,340.0
0,444.0
0,12760.0
0,10242.0
0,8505.0
0,372.0
0,355.0
