result, time
5,13.0
7,13.0
6,12.0
4,12.0
3,12.0
4,12.0
6,12.0
3,12.0
7,13.0
4,12.0
3,13.0
6,12.0
7,13.0
2,12.0
6,13.0
3,12.0
6,13.0
2,13.0
3,13.0
2,14.0
5,13.0
3,13.0
6,14.0
10,12.0
2,12.0
3,13.0
3,13.0
5,12.0
5,12.0
1,12.0
5,12.0
3,13.0
2,13.0
6,14.0
5,13.0
3,13.0
7,12.0
3,12.0
4,13.0
3,13.0
5,12.0
6,12.0
2,12.0
5,12.0
3,12.0
4,12.0
3,11.0
4,12.0
6,12.0
6,12.0
2,12.0
1,13.0
1,13.0
5,14.0
6,12.0
7,12.0
4,12.0
5,13.0
6,12.0
6,12.0
3,13.0
8,12.0
3,13.0
4,12.0
7,12.0
5,12.0
2,15.0
1,13.0
3,13.0
4,13.0
7,13.0
10,13.0
7,13.0
2147483647,13.0
4,12.0
10,12.0
4,12.0
6,12.0
2,11.0
3,12.0
5,18.0
0,12.0
9,12.0
2,13.0
6,12.0
2147483647,12.0
6,13.0
2,13.0
3,12.0
3,12.0
4,12.0
6,12.0
8,12.0
2,13.0
2,12.0
4,12.0
8,12.0
4,12.0
6,12.0
5,13.0
